non_shiftable_load,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3,electricity_pricing_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3,hour,day_type,electricity_pricing,outdoor_dry_bulb_temperature,solar_generation,carbon_intensity,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,month
0.68335,12.8,12.8,11.7,93,100,64,221,19,0,9,0,0,0.21,0.5,0.21,5,1,0.21,11.7,0.0,0.13303496,93,0,0,1
0.67936665,12.8,12.8,11.7,100,100,57,244,0,0,9,0,0,0.21,0.5,0.21,6,1,0.21,11.7,0.0,0.13931951,93,0,0,1
1.5175166,12.8,12.8,11.7,100,100,51,228,0,0,5,0,0,0.21,0.5,0.21,7,1,0.21,11.1,0.0,0.13879693,100,0,0,1
0.81185,12.8,12.8,11.7,100,100,53,134,0,54,7,0,352,0.21,0.5,0.21,8,1,0.21,11.1,66.47083,0.1407888,96,22,3,1
2.0591166,12.8,12.8,12.8,100,100,49,172,0,213,1,0,680,0.21,0.21,0.21,9,1,0.21,11.7,116.77917,0.15320869,96,115,25,1
1.1226833,12.8,12.8,14.4,100,100,44,55,0,358,2,0,776,0.5,0.21,0.21,10,1,0.21,12.2,122.0,0.16342157,93,136,8,1
1.05544997,12.8,12.8,14.4,100,100,51,19,0,498,0,0,876,0.5,0.21,0.21,11,1,0.21,12.8,146.75417,0.1618947,93,221,9,1
0.98821664,12.8,11.7,15.0,100,55,48,0,0,554,0,0,882,0.5,0.21,0.21,12,1,0.21,12.8,118.05,0.15868424,100,244,9,1
0.99435,12.8,13.9,15.0,100,100,54,0,0,513,0,0,816,0.5,0.21,0.21,13,1,0.21,12.8,93.379166,0.16102608,100,228,5,1
1.5546334,12.8,13.9,15.0,100,96,58,0,0,394,0,0,624,0.5,0.21,0.21,14,1,0.21,12.8,123.54583,0.15946464,100,134,7,1
0.8318667,12.8,13.3,15.0,100,90,60,0,0,339,0,0,724,0.21,0.21,0.21,15,1,0.21,12.8,92.0,0.16008581,100,172,1,1
1.659,12.8,12.8,16.1,100,75,58,0,0,190,0,0,594,0.21,0.21,0.5,16,1,0.5,12.8,29.266666,0.17188165,100,55,2,1
0.86135,12.8,11.7,15.6,100,64,62,0,0,47,0,0,254,0.21,0.21,0.5,17,1,0.5,12.8,0.0,0.1768134,100,19,0,1
1.6576667,11.7,11.7,15.6,55,57,60,0,0,0,0,0,0,0.21,0.21,0.5,18,1,0.5,12.8,0.0,0.1775246,100,0,0,1
0.6562333,13.9,11.7,15.0,100,51,67,0,0,0,0,0,0,0.21,0.21,0.5,19,1,0.5,12.8,0.0,0.17304462,100,0,0,1
2.1699,13.9,11.7,13.9,96,53,47,0,54,0,0,352,0,0.21,0.21,0.5,20,1,0.5,12.8,0.0,0.17095388,100,0,0,1
2.38033335,13.3,12.8,13.3,90,49,49,0,213,0,0,680,0,0.21,0.21,0.21,21,1,0.21,12.8,0.0,0.1669378,100,0,0,1
2.5907667,12.8,14.4,12.8,75,44,51,0,358,0,0,776,0,0.21,0.21,0.21,22,1,0.21,12.8,0.0,0.1462861,100,0,0,1
2.6361167,11.7,14.4,12.2,64,51,53,0,498,0,0,876,0,0.21,0.21,0.21,23,1,0.21,12.8,0.0,0.14080821,100,0,0,1
1.1118,11.7,15.0,10.0,57,48,80,0,554,0,0,882,0,0.21,0.21,0.21,24,1,0.21,11.7,0.0,0.13713922,55,0,0,1
1.0197834,11.7,15.0,10.6,51,54,57,0,513,0,0,816,0,0.21,0.21,0.21,1,2,0.21,13.9,0.0,0.13583963,100,0,0,1
0.6606167,11.7,15.0,9.4,53,58,66,54,394,0,352,624,0,0.21,0.21,0.21,2,2,0.21,13.9,0.0,0.13543868,96,0,0,1
0.6644667,12.8,15.0,7.2,49,60,80,213,339,0,680,724,0,0.21,0.21,0.21,3,2,0.21,13.3,0.0,0.1342528,90,0,0,1
0.6581,14.4,16.1,7.2,44,58,80,358,190,0,776,594,0,0.21,0.5,0.21,4,2,0.21,12.8,0.0,0.1315035,75,0,0,1
0.65348333,14.4,15.6,7.8,51,62,74,498,47,0,876,254,0,0.21,0.5,0.21,5,2,0.21,11.7,0.0,0.13935848,64,0,0,1
0.65605,15.0,15.6,7.2,48,60,71,554,0,0,882,0,0,0.21,0.5,0.21,6,2,0.21,11.7,0.0,0.14979486,57,0,0,1
1.82485,15.0,15.0,7.8,54,67,68,513,0,0,816,0,0,0.21,0.5,0.21,7,2,0.21,11.7,0.0,0.15758744,51,0,0,1
1.1033334,15.0,13.9,8.9,58,47,68,394,0,46,624,0,167,0.21,0.5,0.21,8,2,0.21,11.7,83.67917,0.15863553,53,54,352,1
0.8935,15.0,13.3,10.6,60,49,66,339,0,186,724,0,472,0.21,0.21,0.21,9,2,0.21,12.8,167.97917,0.16201851,49,213,680,1
1.10245,16.1,12.8,12.8,58,51,64,190,0,366,594,0,674,0.5,0.21,0.21,10,2,0.21,14.4,195.1375,0.16435023,44,358,776,1
0.5757,15.6,12.2,13.9,62,53,69,47,0,434,254,0,560,0.5,0.21,0.21,11,2,0.21,14.4,192.6875,0.16294065,51,498,876,1
1.4894167,15.6,10.0,15.0,60,80,62,0,0,503,0,0,625,0.5,0.21,0.21,12,2,0.21,15.0,211.92917,0.16527991,48,554,882,1
0.7972,15.0,10.6,15.6,67,57,56,0,0,462,0,0,397,0.5,0.21,0.21,13,2,0.21,15.0,192.0375,0.17187631,54,513,816,1
0.8760833,13.9,9.4,15.6,47,66,60,0,0,359,0,0,425,0.5,0.21,0.21,14,2,0.21,15.0,148.90834,0.16907066,58,394,624,1
1.7442167,13.3,7.2,15.0,49,80,65,0,0,334,0,0,617,0.21,0.21,0.21,15,2,0.21,15.0,89.64167,0.17090334,60,339,724,1
1.10085,12.8,7.2,15.0,51,80,60,0,0,169,0,0,422,0.21,0.21,0.5,16,2,0.5,16.1,14.208333,0.17746201,58,190,594,1
2.84585,12.2,7.8,13.9,53,74,67,0,0,38,0,0,123,0.21,0.21,0.5,17,2,0.5,15.6,0.0,0.18509126,62,47,254,1
2.4071667,10.0,7.2,12.8,80,71,69,0,0,0,0,0,0,0.21,0.21,0.5,18,2,0.5,15.6,0.0,0.18308091,60,0,0,1
2.2817167,10.6,7.8,11.7,57,68,74,0,0,0,0,0,0,0.21,0.21,0.5,19,2,0.5,15.0,0.0,0.17758286,67,0,0,1
2.1562667,9.4,8.9,12.2,66,68,64,0,46,0,0,167,0,0.21,0.21,0.5,20,2,0.5,13.9,0.0,0.17214492,47,0,0,1
2.0308167,7.2,10.6,12.2,80,66,64,0,186,0,0,472,0,0.21,0.21,0.21,21,2,0.21,13.3,0.0,0.16177279,49,0,0,1
1.9053667,7.2,12.8,11.7,80,64,74,0,366,0,0,674,0,0.21,0.21,0.21,22,2,0.21,12.8,0.0,0.14954093,51,0,0,1
1.5268167,7.8,13.9,10.6,74,69,77,0,434,0,0,560,0,0.21,0.21,0.21,23,2,0.21,12.2,0.0,0.14758836,53,0,0,1
2.6255834,7.2,15.0,8.3,71,62,93,0,503,0,0,625,0,0.21,0.21,0.21,24,2,0.21,10.0,0.0,0.12683211,80,0,0,1
0.8695167,7.8,15.6,10.0,68,56,80,0,462,0,0,397,0,0.21,0.21,0.21,1,3,0.21,10.6,0.0,0.12801647,57,0,0,1
0.86225,8.9,15.6,8.9,68,60,83,46,359,0,167,425,0,0.21,0.21,0.21,2,3,0.21,9.4,0.0,0.11985434,66,0,0,1
0.8254667,10.6,15.0,8.3,66,65,86,186,334,0,472,617,0,0.21,0.21,0.21,3,3,0.21,7.2,0.0,0.12325758,80,0,0,1
0.81373334,12.8,15.0,8.3,64,60,86,366,169,0,674,422,0,0.21,0.5,0.21,4,3,0.21,7.2,0.0,0.12185629,80,0,0,1
0.80795,13.9,13.9,7.8,69,67,83,434,38,0,560,123,0,0.21,0.5,0.21,5,3,0.21,7.8,0.0,0.12780121,74,0,0,1
0.90253335,15.0,12.8,7.8,62,69,86,503,0,0,625,0,0,0.21,0.5,0.21,6,3,0.21,7.2,0.0,0.140366,71,0,0,1
1.78095,15.6,11.7,9.4,56,74,80,462,0,0,397,0,0,0.21,0.5,0.21,7,3,0.21,7.8,0.0,0.14803971,68,0,0,1
0.68843335,15.6,12.2,8.3,60,64,89,359,0,37,425,0,49,0.21,0.5,0.21,8,3,0.21,8.9,60.854168,0.14925279,68,46,167,1
0.5521,15.0,12.2,9.4,65,64,86,334,0,82,617,0,29,0.21,0.21,0.21,9,3,0.21,10.6,164.45,0.15001193,66,186,472,1
0.55425,15.0,11.7,10.0,60,74,86,169,0,73,422,0,4,0.5,0.21,0.21,10,3,0.21,12.8,299.9375,0.1478135,64,366,674,1
0.5595667,13.9,10.6,11.7,67,77,80,38,0,396,123,0,385,0.5,0.21,0.21,11,3,0.21,13.9,308.1375,0.1487132,69,434,560,1
0.667,12.8,8.3,13.3,69,93,75,0,0,430,0,0,294,0.5,0.21,0.21,12,3,0.21,15.0,303.8625,0.14442511,62,503,625,1
0.7307,11.7,10.0,13.3,74,80,69,0,0,258,0,0,0,0.5,0.21,0.21,13,3,0.21,15.6,73.425,0.14794955,56,462,397,1
0.65321666,12.2,8.9,13.3,64,83,64,0,0,263,0,0,50,0.5,0.21,0.21,14,3,0.21,15.6,38.733334,0.14422722,60,359,425,1
0.79968333,12.2,8.3,13.3,64,86,72,0,0,110,0,0,34,0.21,0.21,0.21,15,3,0.21,15.0,18.370832,0.14274171,65,334,617,1
1.7404333,11.7,8.3,11.1,74,86,86,0,0,50,0,0,8,0.21,0.21,0.5,16,3,0.5,15.0,0.0,0.15749341,60,169,422,1
2.084075,10.6,7.8,10.6,77,83,90,0,0,14,0,0,2,0.21,0.21,0.5,17,3,0.5,13.9,0.0,0.16913746,67,38,123,1
2.4277167,8.3,7.8,10.6,93,86,90,0,0,0,0,0,0,0.21,0.21,0.5,18,3,0.5,12.8,0.0,0.17144404,69,0,0,1
2.4835835,10.0,9.4,10.6,80,80,93,0,0,0,0,0,0,0.21,0.21,0.5,19,3,0.5,11.7,0.0,0.16920799,74,0,0,1
2.412,8.9,8.3,10.0,83,89,96,0,37,0,0,49,0,0.21,0.21,0.5,20,3,0.5,12.2,0.0,0.16186526,64,0,0,1
1.3918,8.3,9.4,9.4,86,86,96,0,82,0,0,29,0,0.21,0.21,0.21,21,3,0.21,12.2,0.0,0.15427735,64,0,0,1
2.5918667,8.3,10.0,8.3,86,86,96,0,73,0,0,4,0,0.21,0.21,0.21,22,3,0.21,11.7,0.0,0.1393823,74,0,0,1
1.90085,7.8,11.7,8.3,83,80,96,0,396,0,0,385,0,0.21,0.21,0.21,23,3,0.21,10.6,0.0,0.13332617,77,0,0,1
1.3654333,7.8,13.3,11.1,86,75,90,0,430,0,0,294,0,0.21,0.21,0.21,24,3,0.21,8.3,0.0,0.1344691,93,0,0,1
1.2493,9.4,13.3,8.3,80,69,96,0,258,0,0,0,0,0.21,0.21,0.21,1,4,0.21,10.0,0.0,0.12606354,80,0,0,1
1.1331667,8.3,13.3,8.3,89,64,100,37,263,0,49,50,0,0.21,0.21,0.21,2,4,0.21,8.9,0.0,0.1242091,83,0,0,1
0.72613335,9.4,13.3,8.3,86,72,96,82,110,0,29,34,0,0.21,0.21,0.21,3,4,0.21,8.3,0.0,0.12295853,86,0,0,1
0.55305,10.0,11.1,8.3,86,86,96,73,50,0,4,8,0,0.21,0.5,0.21,4,4,0.21,8.3,0.0,0.13321482,86,0,0,1
0.55146664,11.7,10.6,8.3,80,90,96,396,14,0,385,2,0,0.21,0.5,0.21,5,4,0.21,7.8,0.0,0.14438713,83,0,0,1
0.5646167,13.3,10.6,8.3,75,90,96,430,0,0,294,0,0,0.21,0.5,0.21,6,4,0.21,7.8,0.0,0.1585524,86,0,0,1
0.64491665,13.3,10.6,8.3,69,93,93,258,0,0,0,0,0,0.21,0.5,0.21,7,4,0.21,9.4,0.0,0.16801332,80,0,0,1
0.8949,13.3,10.0,8.3,64,96,93,263,0,13,50,0,2,0.21,0.5,0.21,8,4,0.21,8.3,18.825,0.17245486,89,37,49,1
1.6243875,13.3,9.4,8.3,72,96,96,110,0,58,34,0,7,0.21,0.21,0.21,9,4,0.21,9.4,56.834373,0.17334852,86,82,29,1
1.7530833,11.1,8.3,8.3,86,96,100,50,0,92,8,0,7,0.5,0.21,0.21,10,4,0.21,10.0,101.11667,0.17067246,86,73,4,1
1.1000167,10.6,8.3,8.9,90,96,100,14,0,171,2,0,75,0.5,0.21,0.21,11,4,0.21,11.7,100.69583,0.17067476,80,396,385,1
0.74261665,10.6,11.1,10.6,90,90,96,0,0,329,0,0,71,0.5,0.21,0.21,12,4,0.21,13.3,84.59167,0.17002423,75,430,294,1
0.7751833,10.6,8.3,10.6,93,96,96,0,0,102,0,0,6,0.5,0.21,0.21,13,4,0.21,13.3,89.64167,0.17154099,69,258,0,1
0.8236333,10.0,8.3,10.6,96,100,96,0,0,260,0,0,1,0.5,0.21,0.21,14,4,0.21,13.3,23.183332,0.17562437,64,263,50,1
0.66215,9.4,8.3,11.1,96,96,96,0,0,110,0,0,5,0.21,0.21,0.21,15,4,0.21,13.3,4.608333,0.17952634,72,110,34,1
0.6509,8.3,8.3,11.1,96,96,90,0,0,51,0,0,1,0.21,0.21,0.5,16,4,0.5,11.1,0.0,0.19242916,86,50,8,1
1.6223,8.3,8.3,11.1,96,96,93,0,0,14,0,0,1,0.21,0.21,0.5,17,4,0.5,10.6,0.0,0.20451567,90,14,2,1
2.5937,11.1,8.3,11.1,90,96,93,0,0,0,0,0,0,0.21,0.21,0.5,18,4,0.5,10.6,0.0,0.19438007,90,0,0,1
1.6860167,8.3,8.3,10.6,96,93,96,0,0,0,0,0,0,0.21,0.21,0.5,19,4,0.5,10.6,0.0,0.19566482,93,0,0,1
1.82065,8.3,8.3,10.6,100,93,96,0,13,0,0,2,0,0.21,0.21,0.5,20,4,0.5,10.0,0.0,0.1944953,96,0,0,1
1.9579667,8.3,8.3,11.1,96,96,93,0,58,0,0,7,0,0.21,0.21,0.21,21,4,0.21,9.4,0.0,0.19285388,96,0,0,1
0.9963167,8.3,8.3,11.1,96,100,93,0,92,0,0,7,0,0.21,0.21,0.21,22,4,0.21,8.3,0.0,0.18002589,96,0,0,1
2.6102834,8.3,8.9,11.1,96,100,93,0,171,0,0,75,0,0.21,0.21,0.21,23,4,0.21,8.3,0.0,0.17186072,96,0,0,1
1.0515833,8.3,10.6,11.1,96,96,61,0,329,0,0,71,0,0.21,0.21,0.21,24,4,0.21,11.1,0.0,0.16683432,90,0,0,1
0.9928,8.3,10.6,10.6,93,96,96,0,102,0,0,6,0,0.21,0.21,0.21,1,5,0.21,8.3,0.0,0.16075365,96,0,0,1
0.5563,8.3,10.6,10.6,93,96,96,13,260,0,2,1,0,0.21,0.21,0.21,2,5,0.21,8.3,0.0,0.16176032,100,0,0,1
0.39371666,8.3,11.1,10.6,96,96,100,58,110,0,7,5,0,0.21,0.21,0.21,3,5,0.21,8.3,0.0,0.16091166,96,0,0,1
0.3909,8.3,11.1,10.6,100,90,100,92,51,0,7,1,0,0.21,0.5,0.21,4,5,0.21,8.3,0.0,0.16129404,96,0,0,1
0.38846666,8.9,11.1,10.6,100,93,100,171,14,0,75,1,0,0.21,0.5,0.21,5,5,0.21,8.3,0.0,0.171654,96,0,0,1
0.38856667,10.6,11.1,10.6,96,93,100,329,0,0,71,0,0,0.21,0.5,0.21,6,5,0.21,8.3,0.0,0.17997442,96,0,0,1
0.33945,10.6,10.6,11.1,96,96,96,102,0,0,6,0,0,0.21,0.5,0.21,7,5,0.21,8.3,0.0,0.18874422,93,0,0,1
0.30776668,10.6,10.6,11.1,96,96,96,260,0,32,1,0,1,0.21,0.5,0.21,8,5,0.21,8.3,50.7,0.18942465,93,13,2,1
0.40785,11.1,11.1,11.1,96,93,100,110,0,118,5,0,0,0.21,0.21,0.21,9,5,0.21,8.3,163.0625,0.19411257,96,58,7,1
0.68825,11.1,11.1,11.1,90,93,100,51,0,175,1,0,1,0.5,0.21,0.21,10,5,0.21,8.3,290.52084,0.18635884,100,92,7,1
0.6083222,11.1,11.1,11.7,93,93,93,14,0,233,1,0,1,0.5,0.21,0.21,11,5,0.21,8.9,177.06805,0.18600869,100,171,75,1
0.3141,11.1,11.1,11.1,93,61,96,0,0,169,0,0,0,0.5,0.21,0.21,12,5,0.21,10.6,413.33334,0.18077257,96,329,71,1
0.35386667,10.6,10.6,11.1,96,96,90,0,0,170,0,0,1,0.5,0.21,0.21,13,5,0.21,10.6,477.7875,0.18031356,96,102,6,1
0.47485,10.6,10.6,10.0,96,96,96,0,0,224,0,0,1,0.5,0.21,0.21,14,5,0.21,10.6,432.85,0.17529267,96,260,1,1
0.35475,11.1,10.6,10.0,93,100,93,0,0,190,0,0,1,0.21,0.21,0.21,15,5,0.21,11.1,322.35834,0.17904928,96,110,5,1
0.71073335,11.1,10.6,11.1,93,100,83,0,0,101,0,0,0,0.21,0.21,0.5,16,5,0.5,11.1,101.7125,0.19228908,90,51,1,1
1.785875075,11.1,10.6,11.1,93,100,83,0,0,17,0,0,0,0.21,0.21,0.5,17,5,0.5,11.1,0.0,0.19924252,93,14,1,1
2.8610168,11.1,10.6,10.6,61,100,83,0,0,0,0,0,0,0.21,0.21,0.5,18,5,0.5,11.1,0.0,0.2000289,93,0,0,1
2.29845,10.6,11.1,10.6,96,96,83,0,0,0,0,0,0,0.21,0.21,0.5,19,5,0.5,10.6,0.0,0.1961769,96,0,0,1
1.6177666,10.6,11.1,10.6,96,96,80,0,32,0,0,1,0,0.21,0.21,0.5,20,5,0.5,10.6,0.0,0.1925581,96,0,0,1
0.83168334,10.6,11.1,10.6,100,100,77,0,118,0,0,0,0,0.21,0.21,0.21,21,5,0.21,11.1,0.0,0.18716358,93,0,0,1
1.3203666,10.6,11.1,10.6,100,100,69,0,175,0,0,1,0,0.21,0.21,0.21,22,5,0.21,11.1,0.0,0.17629924,93,0,0,1
0.90168333,10.6,11.7,11.1,100,93,61,0,233,0,0,1,0,0.21,0.21,0.21,23,5,0.21,11.1,0.0,0.17005357,93,0,0,1
0.39231667,10.6,11.1,9.4,100,96,66,0,169,0,0,0,0,0.21,0.21,0.21,24,5,0.21,11.1,0.0,0.17369725,61,0,0,1
0.38335,11.1,11.1,10.6,96,90,66,0,170,0,0,1,0,0.21,0.21,0.21,1,6,0.21,10.6,0.0,0.16811664,96,0,0,1
0.38406667,11.1,10.0,9.4,96,96,80,32,224,0,1,1,0,0.21,0.21,0.21,2,6,0.21,10.6,0.0,0.16517422,96,0,0,1
0.38455,11.1,10.0,7.2,100,93,93,118,190,0,0,1,0,0.21,0.21,0.21,3,6,0.21,10.6,0.0,0.16382709,100,0,0,1
0.38348332,11.1,11.1,6.7,100,83,93,175,101,0,1,0,0,0.21,0.5,0.21,4,6,0.21,10.6,0.0,0.15904123,100,0,0,1
0.3819,11.7,11.1,6.7,93,83,96,233,17,0,1,0,0,0.21,0.5,0.21,5,6,0.21,10.6,0.0,0.16107701,100,0,0,1
0.38145,11.1,10.6,5.6,96,83,93,169,0,0,0,0,0,0.21,0.5,0.21,6,6,0.21,10.6,0.0,0.17373715,100,0,0,1
0.35698333,11.1,10.6,5.6,90,83,100,170,0,0,1,0,0,0.21,0.5,0.21,7,6,0.21,11.1,0.0,0.1804494,96,0,0,1
1.2497166,10.0,10.6,6.7,96,80,100,224,0,40,1,0,63,0.21,0.5,0.21,8,6,0.21,11.1,47.891666,0.18581687,96,32,1,1
0.38111666,10.0,10.6,9.4,93,77,93,190,0,171,1,0,348,0.21,0.21,0.21,9,6,0.21,11.1,112.175,0.19222286,100,118,0,1
1.1825917,11.1,10.6,11.7,83,69,83,101,0,331,0,0,540,0.5,0.21,0.21,10,6,0.21,11.1,162.02708,0.18305461,100,175,1,1
0.8197167,11.1,11.1,14.4,83,61,51,17,0,458,0,0,641,0.5,0.21,0.21,11,6,0.21,11.7,263.9,0.18453306,93,233,1,1
0.92183334,10.6,9.4,15.0,83,66,58,0,0,519,0,0,670,0.5,0.21,0.21,12,6,0.21,11.1,327.57916,0.18717115,96,169,0,1
1.33185,10.6,10.6,15.0,83,66,54,0,0,520,0,0,674,0.5,0.21,0.21,13,6,0.21,11.1,328.8,0.18626782,90,170,1,1
1.12705,10.6,9.4,15.0,80,80,60,0,0,453,0,0,632,0.5,0.21,0.21,14,6,0.21,10.0,294.14584,0.18835466,96,224,1,1
0.94585,10.6,7.2,15.6,77,93,58,0,0,332,0,0,545,0.21,0.21,0.21,15,6,0.21,10.0,160.37083,0.18104084,93,190,1,1
1.01275,10.6,6.7,15.6,69,93,58,0,0,173,0,0,364,0.21,0.21,0.5,16,6,0.5,11.1,21.5125,0.1825351,83,101,0,1
0.9957,11.1,6.7,15.0,61,96,56,0,0,40,0,0,64,0.21,0.21,0.5,17,6,0.5,11.1,0.0,0.18756688,83,17,0,1
0.7585667,9.4,5.6,13.3,66,93,67,0,0,0,0,0,0,0.21,0.21,0.5,18,6,0.5,10.6,0.0,0.19104666,83,0,0,1
1.12135005,10.6,5.6,13.3,66,100,40,0,0,0,0,0,0,0.21,0.21,0.5,19,6,0.5,10.6,0.0,0.18659475,83,0,0,1
1.4841334,9.4,6.7,12.8,80,100,40,0,40,0,0,63,0,0.21,0.21,0.5,20,6,0.5,10.6,0.0,0.18359998,80,0,0,1
1.6762667,7.2,9.4,11.7,93,93,41,0,171,0,0,348,0,0.21,0.21,0.21,21,6,0.21,10.6,0.0,0.1732801,77,0,0,1
2.0034332,6.7,11.7,9.4,93,83,56,0,331,0,0,540,0,0.21,0.21,0.21,22,6,0.21,10.6,0.0,0.16849642,69,0,0,1
1.0529,6.7,14.4,9.4,96,51,59,0,458,0,0,641,0,0.21,0.21,0.21,23,6,0.21,11.1,0.0,0.17829983,61,0,0,1
1.782,5.6,15.0,10.0,93,58,57,0,519,0,0,670,0,0.21,0.21,0.21,24,6,0.21,9.4,0.0,0.16283375,66,0,0,1
1.9891334,5.6,15.0,8.3,100,54,68,0,520,0,0,674,0,0.21,0.21,0.21,1,7,0.21,10.6,0.0,0.1577536,66,0,0,1
0.7909,6.7,15.0,7.8,100,60,68,40,453,0,63,632,0,0.21,0.21,0.21,2,7,0.21,9.4,0.0,0.1566817,80,0,0,1
0.40835,9.4,15.6,7.8,93,58,68,171,332,0,348,545,0,0.21,0.21,0.21,3,7,0.21,7.2,0.0,0.15620309,93,0,0,1
0.40331668,11.7,15.6,7.8,83,58,68,331,173,0,540,364,0,0.21,0.5,0.21,4,7,0.21,6.7,0.0,0.15436155,93,0,0,1
0.39345,14.4,15.0,6.1,51,56,76,458,40,0,641,64,0,0.21,0.5,0.21,5,7,0.21,6.7,0.0,0.15625569,96,0,0,1
0.39576668,15.0,13.3,7.2,58,67,68,519,0,0,670,0,0,0.21,0.5,0.21,6,7,0.21,5.6,0.0,0.15931271,93,0,0,1
0.30751666,15.0,13.3,7.2,54,40,68,520,0,0,674,0,0,0.21,0.5,0.21,7,7,0.21,5.6,0.0,0.15878499,100,0,0,1
0.39885,15.0,12.8,7.8,60,40,68,453,0,53,632,0,275,0.21,0.5,0.21,8,7,0.21,6.7,69.7875,0.1626413,100,40,63,1
0.39166668,15.6,11.7,10.6,58,41,57,332,0,214,545,0,641,0.21,0.21,0.21,9,7,0.21,9.4,159.22917,0.17250735,93,171,348,1
0.50878334,15.6,9.4,12.8,58,56,55,173,0,378,364,0,784,0.5,0.21,0.21,10,7,0.21,11.7,291.375,0.17718863,83,331,540,1
1.0268834,15.0,9.4,14.4,56,59,55,40,0,500,64,0,849,0.5,0.21,0.21,11,7,0.21,14.4,400.01666,0.17249475,51,458,641,1
1.0182166,13.3,10.0,15.6,67,57,58,0,0,561,0,0,871,0.5,0.21,0.21,12,7,0.21,15.0,456.22083,0.17460117,58,519,670,1
1.0348,13.3,8.3,16.7,40,68,56,0,0,561,0,0,871,0.5,0.21,0.21,13,7,0.21,15.0,466.46667,0.17861257,54,520,674,1
0.65245,12.8,7.8,16.7,40,68,56,0,0,435,0,0,699,0.5,0.21,0.21,14,7,0.21,15.0,417.10416,0.17323287,60,453,632,1
0.94121665,11.7,7.8,16.7,41,68,63,0,0,331,0,0,493,0.21,0.21,0.21,15,7,0.21,15.6,241.31667,0.17533499,58,332,545,1
0.692,9.4,7.8,16.1,56,68,65,0,0,193,0,0,394,0.21,0.21,0.5,16,7,0.5,15.6,34.079166,0.18066989,58,173,364,1
0.6450833,9.4,6.1,14.4,59,76,70,0,0,41,0,0,22,0.21,0.21,0.5,17,7,0.5,15.0,0.0,0.18733434,56,40,64,1
0.7726667,10.0,7.2,13.3,57,68,72,0,0,0,0,0,0,0.21,0.21,0.5,18,7,0.5,13.3,0.0,0.18869135,67,0,0,1
0.74436665,8.3,7.2,12.8,68,68,77,0,0,0,0,0,0,0.21,0.21,0.5,19,7,0.5,13.3,0.0,0.18736656,40,0,0,1
0.87145,7.8,7.8,12.2,68,68,51,0,53,0,0,275,0,0.21,0.21,0.5,20,7,0.5,12.8,0.0,0.19048822,40,0,0,1
1.1015667,7.8,10.6,12.2,68,57,49,0,214,0,0,641,0,0.21,0.21,0.21,21,7,0.21,11.7,0.0,0.1900078,41,0,0,1
1.0911334,7.8,12.8,12.2,68,55,47,0,378,0,0,784,0,0.21,0.21,0.21,22,7,0.21,9.4,0.0,0.17744699,56,0,0,1
0.83213335,6.1,14.4,10.6,76,55,54,0,500,0,0,849,0,0.21,0.21,0.21,23,7,0.21,9.4,0.0,0.18700115,59,0,0,1
0.78148335,7.2,15.6,9.4,68,58,69,0,561,0,0,871,0,0.21,0.21,0.21,24,7,0.21,10.0,0.0,0.18163024,57,0,0,1
0.8132167,7.2,16.7,8.3,68,56,63,0,561,0,0,871,0,0.21,0.21,0.21,1,1,0.21,8.3,0.0,0.17876445,68,0,0,1
0.49621665,7.8,16.7,8.3,68,56,66,53,435,0,275,699,0,0.21,0.21,0.21,2,1,0.21,7.8,0.0,0.17767107,68,0,0,1
0.38816667,10.6,16.7,7.8,57,63,68,214,331,0,641,493,0,0.21,0.21,0.21,3,1,0.21,7.8,0.0,0.17957602,68,0,0,1
0.38683334,12.8,16.1,7.2,55,65,68,378,193,0,784,394,0,0.21,0.5,0.21,4,1,0.21,7.8,0.0,0.18076803,68,0,0,1
0.38646665,14.4,14.4,6.1,55,70,71,500,41,0,849,22,0,0.21,0.5,0.21,5,1,0.21,6.1,0.0,0.18713403,76,0,0,1
0.98003334,15.6,13.3,6.1,58,72,68,561,0,0,871,0,0,0.21,0.5,0.21,6,1,0.21,7.2,0.0,0.1995163,68,0,0,1
0.77265,16.7,12.8,6.1,56,77,63,561,0,0,871,0,0,0.21,0.5,0.21,7,1,0.21,7.2,0.0,0.18848267,68,0,0,1
0.33068332,16.7,12.2,8.3,56,51,61,435,0,44,699,0,120,0.21,0.5,0.21,8,1,0.21,7.8,19.1875,0.18639286,68,53,275,1
0.29691666,16.7,12.2,10.6,63,49,54,331,0,195,493,0,392,0.21,0.21,0.21,9,1,0.21,10.6,39.9875,0.19485842,57,214,641,1
0.29696667,16.1,12.2,13.3,65,47,47,193,0,353,394,0,566,0.5,0.21,0.21,10,1,0.21,12.8,53.441666,0.1993879,55,378,784,1
0.29721665,14.4,10.6,15.0,70,54,56,41,0,367,22,0,352,0.5,0.21,0.21,11,1,0.21,14.4,103.32917,0.19981605,55,500,849,1
